nct_id,parameter,arm,sex,como_cnt,age_std_m,base_m,age_std_s,base_s,participants
NCT01287117,eq5d_index,1,0,0,-1.383,0.893,0.895,0.074,23
NCT01287117,eq5d_index,1,0,1,-1.257,0.885,0.839,0.086,21
NCT01287117,eq5d_index,1,0,2,-0.683,0.874,0.767,0.107,16
NCT01287117,eq5d_index,1,1,0,-1.475,0.892,0.805,0.103,8
NCT01287117,eq5d_index,1,1,1,-1.456,0.901,0.93,0.074,6
NCT01287117,eq5d_index,1,1,2,-0.762,0.882,0.94,0.046,7
NCT01292473,eq5d_index,0,0,0,-1.376,0.906,0.757,0.091,17
NCT01292473,eq5d_index,0,0,1,-1.224,0.865,0.728,0.087,14
NCT01292473,eq5d_index,0,0,2,-1.009,0.887,0.96,0.073,23
NCT01292473,eq5d_index,0,1,0,-1.474,0.943,0.707,0.087,9
NCT01292473,eq5d_index,0,1,1,-0.652,0.908,0.891,0.069,9
NCT01292473,eq5d_index,0,1,2,-0.967,0.843,0.706,0.072,6
NCT01292473,eq5d_index,1,0,0,-1.298,0.893,0.881,0.077,19
NCT01292473,eq5d_index,1,0,1,-1.213,0.903,0.992,0.097,20
NCT01292473,eq5d_index,1,0,2,-0.8,0.889,0.89,0.07,24
NCT01292473,eq5d_index,1,1,0,-1.133,0.849,0.873,0.065,9
NCT01292473,eq5d_index,1,1,1,-0.717,0.921,0.911,0.081,4
NCT01292473,eq5d_index,1,1,2,-0.511,0.915,0.616,0.097,3
NCT00046254,eq5d_index,0,0,0,0.762,0.795,0.707,0.095,101
NCT00046254,eq5d_index,0,0,1,0.931,0.809,0.642,0.113,174
NCT00046254,eq5d_index,0,0,2,1.096,0.813,0.66,0.1,509
NCT00046254,eq5d_index,0,1,0,0.675,0.821,0.607,0.101,33
NCT00046254,eq5d_index,0,1,1,0.726,0.83,0.785,0.09,65
NCT00046254,eq5d_index,0,1,2,0.942,0.837,0.744,0.105,158
NCT00046254,eq5d_index,1,0,0,0.727,0.81,0.712,0.098,109
NCT00046254,eq5d_index,1,0,1,0.828,0.808,0.615,0.099,172
NCT00046254,eq5d_index,1,0,2,1.119,0.812,0.628,0.103,520
NCT00046254,eq5d_index,1,1,0,0.424,0.843,0.682,0.097,30
NCT00046254,eq5d_index,1,1,1,0.737,0.791,0.726,0.093,66
NCT00046254,eq5d_index,1,1,2,0.961,0.842,0.693,0.106,147
NCT00100620,eq5d_index,0,0,0,-1.467,0.751,0,0,1
NCT00100620,eq5d_index,0,0,1,-0.621,0.856,0.879,0.095,78
NCT00100620,eq5d_index,0,0,2,-0.299,0.846,1.001,0.104,201
NCT00100620,eq5d_index,0,1,1,-0.665,0.845,1.033,0.105,32
NCT00100620,eq5d_index,0,1,2,-0.177,0.863,0.882,0.102,100
NCT00100620,eq5d_index,1,0,0,-0.911,0.826,0.839,0.029,3
NCT00100620,eq5d_index,1,0,1,-0.607,0.833,0.961,0.1,90
NCT00100620,eq5d_index,1,0,2,-0.389,0.849,0.964,0.101,192
NCT00100620,eq5d_index,1,1,0,-1.467,1,0,0,1
NCT00100620,eq5d_index,1,1,1,-0.559,0.861,1.054,0.105,29
NCT00100620,eq5d_index,1,1,2,-0.053,0.871,0.927,0.099,99
NCT00439647,eq5d_index,0,1,0,0.246,0.949,0.562,0.069,161
NCT00439647,eq5d_index,0,1,1,0.369,0.934,0.569,0.079,172
NCT00439647,eq5d_index,0,1,2,0.467,0.904,0.6,0.088,278
NCT00439647,eq5d_index,1,1,0,0.229,0.942,0.558,0.075,148
NCT00439647,eq5d_index,1,1,1,0.372,0.929,0.57,0.076,180
NCT00439647,eq5d_index,1,1,2,0.501,0.906,0.541,0.085,259
NCT00670501,eq5d_index,0,0,1,0.426,0.863,0.501,0.101,41
NCT00670501,eq5d_index,0,0,2,0.603,0.853,0.433,0.093,93
NCT00670501,eq5d_index,1,0,1,0.529,0.868,0.532,0.084,52
NCT00670501,eq5d_index,1,0,2,0.669,0.872,0.443,0.089,83
NCT00466167,eq5d_index,0,0,0,0.153,0.808,0.654,0.12,34
NCT00466167,eq5d_index,0,0,1,-0.136,0.749,0.503,0.073,30
NCT00466167,eq5d_index,0,0,2,0.313,0.766,0.556,0.071,20
NCT00466167,eq5d_index,0,1,0,-0.255,0.79,0.63,0.084,45
NCT00466167,eq5d_index,0,1,1,0.24,0.779,0.714,0.09,28
NCT00466167,eq5d_index,0,1,2,0.371,0.819,0.521,0.109,21
NCT00466167,eq5d_index,1,0,0,-0.111,0.778,0.766,0.108,24
NCT00466167,eq5d_index,1,0,1,0,0.742,0.571,0.081,29
NCT00466167,eq5d_index,1,0,2,0.337,0.737,0.65,0.072,19
NCT00466167,eq5d_index,1,1,0,0.056,0.789,0.612,0.09,49
NCT00466167,eq5d_index,1,1,1,0.106,0.785,0.608,0.107,22
NCT00466167,eq5d_index,1,1,2,0.415,0.767,0.629,0.097,22
NCT00291330,eq5d_index,0,0,0,-0.825,0.838,1.202,0.11,117
NCT00291330,eq5d_index,0,0,1,-0.644,0.832,1.198,0.101,159
NCT00291330,eq5d_index,0,0,2,-0.126,0.815,1.089,0.095,246
NCT00291330,eq5d_index,0,1,0,-0.627,0.871,0.92,0.101,195
NCT00291330,eq5d_index,0,1,1,-0.481,0.839,1.022,0.104,211
NCT00291330,eq5d_index,0,1,2,-0.077,0.841,0.943,0.099,340
NCT00291330,eq5d_index,1,0,0,-0.857,0.831,1.049,0.094,106
NCT00291330,eq5d_index,1,0,1,-0.566,0.817,1.258,0.095,161
NCT00291330,eq5d_index,1,0,2,-0.18,0.801,1.138,0.093,267
NCT00291330,eq5d_index,1,1,0,-0.482,0.861,0.924,0.099,183
NCT00291330,eq5d_index,1,1,1,-0.335,0.862,0.896,0.097,230
NCT00291330,eq5d_index,1,1,2,-0.109,0.835,0.924,0.096,322
NCT00558259,eq5d_index,0,0,0,-0.882,0.928,1.011,0.08,126
NCT00558259,eq5d_index,0,0,1,-0.124,0.921,1.059,0.091,74
NCT00558259,eq5d_index,0,0,2,0.282,0.866,0.786,0.093,97
NCT00558259,eq5d_index,0,1,0,-0.66,0.961,0.847,0.068,178
NCT00558259,eq5d_index,0,1,1,-0.132,0.94,0.931,0.068,86
NCT00558259,eq5d_index,0,1,2,0.218,0.909,0.789,0.085,100
NCT00558259,eq5d_index,1,0,0,-0.861,0.938,1.186,0.079,101
NCT00558259,eq5d_index,1,0,1,-0.252,0.922,1.009,0.077,75
NCT00558259,eq5d_index,1,0,2,0.123,0.881,0.908,0.097,125
NCT00558259,eq5d_index,1,1,0,-0.652,0.955,0.997,0.07,174
NCT00558259,eq5d_index,1,1,1,0.11,0.937,0.71,0.086,93
NCT00558259,eq5d_index,1,1,2,0.179,0.92,0.816,0.075,116
NCT00680186,eq5d_index,0,0,0,-0.811,0.816,1.136,0.101,109
NCT00680186,eq5d_index,0,0,1,-0.266,0.808,1.118,0.103,160
NCT00680186,eq5d_index,0,0,2,-0.068,0.806,1.082,0.106,238
NCT00680186,eq5d_index,0,1,0,-0.647,0.843,1.005,0.104,217
NCT00680186,eq5d_index,0,1,1,-0.326,0.831,1.012,0.098,236
NCT00680186,eq5d_index,0,1,2,-0.166,0.829,1.041,0.094,325
NCT00680186,eq5d_index,1,0,0,-0.64,0.808,1.206,0.096,122
NCT00680186,eq5d_index,1,0,1,-0.45,0.813,1.202,0.108,144
NCT00680186,eq5d_index,1,0,2,0.019,0.786,1.051,0.1,234
NCT00680186,eq5d_index,1,1,0,-0.686,0.857,0.957,0.101,220
NCT00680186,eq5d_index,1,1,1,-0.497,0.841,0.994,0.099,233
NCT00680186,eq5d_index,1,1,2,-0.171,0.835,1.011,0.101,330
NCT01209702,eq5d_index,0,0,0,-1.438,0.74,0.564,0.066,7
NCT01209702,eq5d_index,0,0,1,-0.267,0.859,0,0,1
NCT01209702,eq5d_index,0,0,2,-0.311,0.747,0.684,0.065,3
NCT01209702,eq5d_index,0,1,0,-1.677,0.79,0.67,0.083,20
NCT01209702,eq5d_index,0,1,1,-1.05,0.755,0.431,0.073,12
NCT01209702,eq5d_index,0,1,2,-0.175,0.756,0.874,0.085,8
NCT01209702,eq5d_index,1,0,0,-1.317,0.752,0.68,0.091,8
NCT01209702,eq5d_index,1,0,1,-1.089,0.728,1.067,0.029,3
NCT01209702,eq5d_index,1,0,2,-0.733,0.762,0.977,0.105,4
NCT01209702,eq5d_index,1,1,0,-1.409,0.778,0.582,0.096,23
NCT01209702,eq5d_index,1,1,1,-1.275,0.732,0.88,0.063,8
NCT01209702,eq5d_index,1,1,2,-0.653,0.674,0.896,0.02,5
NCT00734474,eq5d_index,0,0,0,-0.276,0.898,0.53,0.123,15
NCT00734474,eq5d_index,0,0,1,-0.468,0.92,0.626,0.086,40
NCT00734474,eq5d_index,0,0,2,-0.177,0.883,0.632,0.097,32
NCT00734474,eq5d_index,0,1,0,-0.6,0.978,0.695,0.038,29
NCT00734474,eq5d_index,0,1,1,-0.402,0.957,0.553,0.071,27
NCT00734474,eq5d_index,0,1,2,-0.257,0.917,0.482,0.074,33
NCT00734474,eq5d_index,1,0,0,-0.678,0.919,0.706,0.093,40
NCT00734474,eq5d_index,1,0,1,-0.432,0.888,0.69,0.089,57
NCT00734474,eq5d_index,1,0,2,-0.366,0.886,0.703,0.093,58
NCT00734474,eq5d_index,1,1,0,-0.656,0.942,0.613,0.087,42
NCT00734474,eq5d_index,1,1,1,-0.423,0.948,0.735,0.079,47
NCT00734474,eq5d_index,1,1,2,-0.322,0.919,0.5,0.078,57
NCT01064687,eq5d_index,0,0,0,-0.733,1,0,0,2
NCT01064687,eq5d_index,0,0,1,-0.467,0.937,0,0,1
NCT01064687,eq5d_index,0,0,2,-0.233,0.898,1.084,0.055,2
NCT01064687,eq5d_index,0,1,0,-1.167,1,0.236,0,2
NCT01064687,eq5d_index,0,1,1,-0.187,0.899,0.953,0.114,5
NCT01064687,eq5d_index,0,1,2,0.147,0.959,0.272,0.062,5
NCT01064687,eq5d_index,1,0,0,-0.543,0.916,0.866,0.085,7
NCT01064687,eq5d_index,1,0,1,-0.552,0.936,0.722,0.088,33
NCT01064687,eq5d_index,1,0,2,-0.241,0.908,0.572,0.088,76
NCT01064687,eq5d_index,1,1,0,-0.254,0.984,0.621,0.049,16
NCT01064687,eq5d_index,1,1,1,-0.419,0.953,0.597,0.069,56
NCT01064687,eq5d_index,1,1,2,-0.128,0.93,0.664,0.075,91
NCT01075282,eq5d_index,0,0,0,-0.686,0.906,0.663,0.102,28
NCT01075282,eq5d_index,0,0,1,-0.256,0.91,0.61,0.096,55
NCT01075282,eq5d_index,0,0,2,-0.057,0.893,0.554,0.094,53
NCT01075282,eq5d_index,0,1,0,-0.417,0.968,0.717,0.066,32
NCT01075282,eq5d_index,0,1,1,-0.233,0.953,0.547,0.07,58
NCT01075282,eq5d_index,0,1,2,0.039,0.936,0.524,0.084,46
NCT01075282,eq5d_index,1,0,0,-0.411,0.928,0.817,0.071,24
NCT01075282,eq5d_index,1,0,1,-0.343,0.929,0.678,0.078,47
NCT01075282,eq5d_index,1,0,2,-0.23,0.883,0.59,0.099,60
NCT01075282,eq5d_index,1,1,0,-0.568,0.962,0.642,0.059,33
NCT01075282,eq5d_index,1,1,1,-0.298,0.944,0.6,0.08,67
NCT01075282,eq5d_index,1,1,2,0.013,0.955,0.575,0.069,45
NCT01164501,eq5d_index,0,0,0,0.328,0.91,0.507,0.084,103
NCT01164501,eq5d_index,0,0,1,-0.031,0.886,0.734,0.086,26
NCT01164501,eq5d_index,0,0,2,0.074,0.929,0.708,0.086,9
NCT01164501,eq5d_index,0,1,0,0.303,0.948,0.583,0.068,150
NCT01164501,eq5d_index,0,1,1,0.3,0.94,0.595,0.072,20
NCT01164501,eq5d_index,0,1,2,0.212,0.926,0.567,0.085,11
NCT01164501,eq5d_index,1,0,0,0.238,0.919,0.626,0.093,107
NCT01164501,eq5d_index,1,0,1,0.337,0.87,0.618,0.102,17
NCT01164501,eq5d_index,1,0,2,0.708,0.903,0.439,0.118,8
NCT01164501,eq5d_index,1,1,0,0.26,0.942,0.595,0.076,145
NCT01164501,eq5d_index,1,1,1,0.223,0.951,0.55,0.058,32
NCT01164501,eq5d_index,1,1,2,0.206,0.951,0.543,0.059,12
NCT01191268,eq5d_index,0,0,0,-0.394,0.911,0.499,0.104,11
NCT01191268,eq5d_index,0,0,1,-0.096,0.914,0.489,0.072,36
NCT01191268,eq5d_index,0,0,2,-0.031,0.912,0.648,0.084,85
NCT01191268,eq5d_index,0,1,0,-0.373,0.92,0.488,0.098,20
NCT01191268,eq5d_index,0,1,1,-0.076,0.939,0.55,0.084,60
NCT01191268,eq5d_index,0,1,2,0.069,0.922,0.65,0.082,86
NCT01191268,eq5d_index,1,0,0,-0.35,0.902,0.702,0.09,16
NCT01191268,eq5d_index,1,0,1,-0.203,0.893,0.555,0.092,44
NCT01191268,eq5d_index,1,0,2,-0.132,0.886,0.534,0.09,78
NCT01191268,eq5d_index,1,1,0,-0.32,0.953,0.63,0.07,20
NCT01191268,eq5d_index,1,1,1,-0.251,0.948,0.754,0.069,58
NCT01191268,eq5d_index,1,1,2,0.112,0.942,0.605,0.077,83
NCT01624259,eq5d_index,0,0,0,-0.642,0.977,0.835,0.055,27
NCT01624259,eq5d_index,0,0,1,-0.275,0.961,0.595,0.063,56
NCT01624259,eq5d_index,0,0,2,-0.081,0.919,0.697,0.085,68
NCT01624259,eq5d_index,0,1,0,-0.389,0.963,0.732,0.06,30
NCT01624259,eq5d_index,0,1,1,-0.28,0.966,0.574,0.06,54
NCT01624259,eq5d_index,0,1,2,-0.103,0.94,0.556,0.075,65
NCT01624259,eq5d_index,1,0,0,-0.44,0.96,0.742,0.053,37
NCT01624259,eq5d_index,1,0,1,-0.331,0.964,0.492,0.065,50
NCT01624259,eq5d_index,1,0,2,-0.112,0.912,0.622,0.096,74
NCT01624259,eq5d_index,1,1,0,-0.352,0.967,0.709,0.054,32
NCT01624259,eq5d_index,1,1,1,-0.354,0.961,0.634,0.056,51
NCT01624259,eq5d_index,1,1,2,-0.138,0.932,0.537,0.082,55
NCT01719003,eq5d_index,0,0,0,-0.722,0.951,0.785,0.071,59
NCT01719003,eq5d_index,0,0,1,-0.333,0.949,0.741,0.055,14
NCT01719003,eq5d_index,0,0,2,-1.089,0.844,0.743,0.086,3
NCT01719003,eq5d_index,0,1,0,-0.419,0.949,0.663,0.075,65
NCT01719003,eq5d_index,0,1,1,-0.454,0.954,0.704,0.073,26
NCT01719003,eq5d_index,0,1,2,-0.178,0.922,0.102,0.086,3
NCT01719003,eq5d_index,1,0,0,-1.025,0.926,0.813,0.065,8
NCT01719003,eq5d_index,1,0,1,-0.567,0.836,0.613,0.05,2
NCT01719003,eq5d_index,1,0,2,-0.533,0.79,0.471,0.055,2
NCT01719003,eq5d_index,1,1,0,-0.503,0.921,0.644,0.079,29
NCT01719003,eq5d_index,1,1,1,-0.709,1,0.621,0,11
NCT01719003,eq5d_index,1,1,2,-1.533,1,0,0,1
NCT00410384,eq5d_index,0,0,0,-1.333,0.793,1.187,0.058,6
NCT00410384,eq5d_index,0,0,1,-1.75,0.849,0.687,0.103,69
NCT00410384,eq5d_index,0,0,2,-1.182,0.815,0.741,0.092,177
NCT00410384,eq5d_index,0,1,1,-2.1,0.893,0.578,0.088,6
NCT00410384,eq5d_index,0,1,2,-0.973,0.824,0.914,0.114,17
NCT00410384,eq5d_index,1,0,0,-1.273,0.853,0.738,0.098,10
NCT00410384,eq5d_index,1,0,1,-1.538,0.839,0.76,0.102,54
NCT00410384,eq5d_index,1,0,2,-1.256,0.815,0.722,0.093,195
NCT00410384,eq5d_index,1,1,1,-0.667,0.858,0.133,0.043,3
NCT00410384,eq5d_index,1,1,2,-1.017,0.865,0.878,0.092,12
NCT01358578,eq5d_index,0,0,0,-1.012,0.813,0.734,0.095,11
NCT01358578,eq5d_index,0,0,1,-1.467,0.896,0,0,1
NCT01358578,eq5d_index,0,0,2,-1.467,0.788,0,0,1
NCT01358578,eq5d_index,0,1,0,-1.154,0.864,0.898,0.069,16
NCT01358578,eq5d_index,0,1,1,-0.8,0.773,1.414,0.021,2
NCT01358578,eq5d_index,1,0,0,-1.21,0.837,0.962,0.09,70
NCT01358578,eq5d_index,1,0,1,-1.467,0.866,1.054,0.065,4
NCT01358578,eq5d_index,1,0,2,0.867,0.788,0,0,1
NCT01358578,eq5d_index,1,1,0,-0.951,0.846,0.875,0.099,157
NCT01358578,eq5d_index,1,1,1,-0.939,0.883,0.717,0.104,12
NCT01358578,eq5d_index,1,1,2,-1.633,0.912,0.236,0.035,2
NCT01365455,eq5d_index,0,0,0,-0.952,0.831,0.899,0.12,11
NCT01365455,eq5d_index,0,0,1,-0.467,0.84,0.577,0.094,3
NCT01365455,eq5d_index,0,0,2,-0.8,0.879,0,0,1
NCT01365455,eq5d_index,0,1,0,-1.056,0.818,0.655,0.09,13
NCT01365455,eq5d_index,0,1,1,-1.244,0.814,0.694,0.107,3
NCT01365455,eq5d_index,0,1,2,0.533,0.937,0,0,1
NCT01365455,eq5d_index,1,0,0,-1.051,0.849,0.97,0.11,57
NCT01365455,eq5d_index,1,0,1,-0.77,0.795,0.888,0.091,11
NCT01365455,eq5d_index,1,0,2,-2.133,0.802,0.333,0.118,3
NCT01365455,eq5d_index,1,1,0,-1.012,0.889,0.863,0.094,124
NCT01365455,eq5d_index,1,1,1,-1,0.886,1.012,0.098,30
NCT01365455,eq5d_index,1,1,2,-0.856,0.804,1.104,0.072,6
NCT01335464,eq5d_index,0,0,0,0.1,0.847,0.65,0.144,4
NCT01335464,eq5d_index,0,0,1,0.326,0.851,0.601,0.086,9
NCT01335464,eq5d_index,0,0,2,0.562,0.868,0.626,0.083,28
NCT01335464,eq5d_index,0,1,0,0.195,0.936,0.478,0.088,40
NCT01335464,eq5d_index,0,1,1,0.437,0.9,0.584,0.089,36
NCT01335464,eq5d_index,0,1,2,0.58,0.899,0.488,0.084,88
NCT01335464,eq5d_index,1,0,0,0.144,0.9,0.433,0.137,6
NCT01335464,eq5d_index,1,0,1,0.373,0.888,0.714,0.132,5
NCT01335464,eq5d_index,1,0,2,0.614,0.861,0.567,0.086,46
NCT01335464,eq5d_index,1,1,0,0.24,0.925,0.531,0.088,47
NCT01335464,eq5d_index,1,1,1,0.328,0.924,0.63,0.088,55
NCT01335464,eq5d_index,1,1,2,0.541,0.888,0.51,0.094,149
NCT01335477,eq5d_index,0,0,0,0.35,0.881,0.275,0.099,8
NCT01335477,eq5d_index,0,0,1,0.733,0.875,0.742,0.159,7
NCT01335477,eq5d_index,0,0,2,0.396,0.868,0.537,0.094,33
NCT01335477,eq5d_index,0,1,0,0.311,0.899,0.493,0.103,39
NCT01335477,eq5d_index,0,1,1,0.388,0.92,0.515,0.092,33
NCT01335477,eq5d_index,0,1,2,0.579,0.882,0.465,0.104,99
NCT01335477,eq5d_index,1,0,0,0.233,0.878,0.372,0.123,6
NCT01335477,eq5d_index,1,0,1,0.039,0.871,0.38,0.106,12
NCT01335477,eq5d_index,1,0,2,0.495,0.836,0.485,0.115,55
NCT01335477,eq5d_index,1,1,0,0.244,0.928,0.571,0.086,47
NCT01335477,eq5d_index,1,1,1,0.352,0.93,0.533,0.083,71
NCT01335477,eq5d_index,1,1,2,0.533,0.901,0.505,0.09,139
NCT00125918,eq5d_index,0,0,0,-0.8,0.886,0.619,0.063,7
NCT00125918,eq5d_index,0,0,1,-0.655,0.814,1.086,0.09,17
NCT00125918,eq5d_index,0,0,2,-0.35,0.832,0.931,0.093,40
NCT00125918,eq5d_index,0,1,0,-0.333,0.895,1.401,0.063,7
NCT00125918,eq5d_index,0,1,1,0.567,0.819,0.896,0.014,2
NCT00125918,eq5d_index,0,1,2,0.158,0.788,1.083,0.098,8
NCT00125918,eq5d_index,1,0,0,-1.404,0.854,1.012,0.085,15
NCT00125918,eq5d_index,1,0,1,-0.871,0.82,0.794,0.089,15
NCT00125918,eq5d_index,1,0,2,-0.225,0.801,0.991,0.074,29
NCT00125918,eq5d_index,1,1,0,-0.324,0.854,0.823,0.098,7
NCT00125918,eq5d_index,1,1,1,0.3,0.79,0.141,0.055,2
NCT00125918,eq5d_index,1,1,2,0.042,0.817,0.726,0.098,11
NCT00424476,eq5d_index,0,0,0,-1.848,0.886,0.808,0.091,28
NCT00424476,eq5d_index,0,0,1,-1.792,0.867,0.646,0.103,79
NCT00424476,eq5d_index,0,0,2,-1.399,0.848,0.82,0.1,160
NCT00424476,eq5d_index,0,1,0,-2.6,0.859,0,0,1
NCT00424476,eq5d_index,0,1,1,-1.867,0.898,0.708,0.079,4
NCT00424476,eq5d_index,0,1,2,-1.883,0.906,0.581,0.078,12
NCT00424476,eq5d_index,1,0,0,-1.482,0.854,0.728,0.093,22
NCT00424476,eq5d_index,1,0,1,-1.697,0.862,0.755,0.099,89
NCT00424476,eq5d_index,1,0,2,-1.63,0.848,0.713,0.107,158
NCT00424476,eq5d_index,1,1,0,-2.267,1,0,0,1
NCT00424476,eq5d_index,1,1,1,-1.911,0.799,0.888,0.036,3
NCT00424476,eq5d_index,1,1,2,-1.267,0.823,0.537,0.074,6
NCT00207766,sf36_mcs,0,0,0,-1.7208333333333332,64.03038388958662,0.45880278987817846,10.852934458588665,16
NCT00207766,sf36_mcs,0,0,1,-1.1564102564102565,49.49713825294841,0.7449843685619917,14.509878072573397,26
NCT00207766,sf36_mcs,0,0,2,-1.2344827586206897,50.93585677336542,0.7971418566184256,16.783889642883466,29
NCT00207766,sf36_mcs,0,1,0,-1.8453333333333333,63.63045014714599,0.7327573495594114,9.980463965800997,25
NCT00207766,sf36_mcs,0,1,1,-1.4047619047619049,50.2544733652342,0.6166225733795153,14.124356550149686,28
NCT00207766,sf36_mcs,0,1,2,-1.0912280701754387,57.61070226874292,0.8404027624412644,15.133038030091827,19
NCT00207766,sf36_mcs,1,0,0,-1.4466666666666668,51.53186216544421,0.5463756178577827,14.152120437491622,20
NCT00207766,sf36_mcs,1,0,1,-1.7859649122807018,57.3301905728366,0.59693825698398,15.62888655142066,19
NCT00207766,sf36_mcs,1,0,2,-1.2119047619047618,45.30091908309396,0.7518544582538814,16.69398725408616,28
NCT00207766,sf36_mcs,1,1,0,-1.4666666666666668,59.36369079070304,0.8110350040397626,14.4102355926553,34
NCT00207766,sf36_mcs,1,1,1,-1.3568627450980393,56.75125291577927,0.7160622165979823,13.15891044922328,17
NCT00207766,sf36_mcs,1,1,2,-1.2222222222222223,54.980124914970546,0.6961268509349374,15.767942429009503,21
NCT00207766,sf36_pcs,0,0,0,-1.7208333333333332,67.40868904961864,0.45880278987817846,8.130643811245175,16
NCT00207766,sf36_pcs,0,0,1,-1.1564102564102565,52.537054864327594,0.7449843685619917,14.063446576535206,26
NCT00207766,sf36_pcs,0,0,2,-1.2344827586206897,53.305296428045146,0.7971418566184256,14.033536452319074,29
NCT00207766,sf36_pcs,0,1,0,-1.8453333333333333,63.94127699371282,0.7327573495594114,11.389811599505803,25
NCT00207766,sf36_pcs,0,1,1,-1.4047619047619049,56.0869156168735,0.6166225733795153,12.95011960020479,28
NCT00207766,sf36_pcs,0,1,2,-1.0912280701754387,59.51363267909976,0.8404027624412644,13.96908303244941,19
NCT00207766,sf36_pcs,1,0,0,-1.4466666666666668,54.79307261414761,0.5463756178577827,13.222304169909853,20
NCT00207766,sf36_pcs,1,0,1,-1.7859649122807018,58.14583470190496,0.59693825698398,14.626606351527112,19
NCT00207766,sf36_pcs,1,0,2,-1.2119047619047618,48.40673764773533,0.7518544582538814,15.42998943098802,28
NCT00207766,sf36_pcs,1,1,0,-1.4666666666666668,61.729822453603084,0.8110350040397626,13.146175475348016,34
NCT00207766,sf36_pcs,1,1,1,-1.3568627450980393,53.27146482952338,0.7160622165979823,14.388174551875549,17
NCT00207766,sf36_pcs,1,1,2,-1.2222222222222223,61.33261090368578,0.6961268509349374,14.336595473188124,21
NCT00231595,sf36_mcs,0,0,1,-1.2838709677419355,60.2218929610356,0.7717789992928129,14.741903741805316,93
NCT00231595,sf36_mcs,0,1,1,-1.6592592592592592,62.863033364176765,0.7451416109264463,14.882583546686744,18
NCT00231595,sf36_mcs,1,0,1,-1.344126984126984,58.866027996647176,0.7493657608598377,13.44679281013487,105
NCT00231595,sf36_mcs,1,1,1,-1.0333333333333334,64.09537471261942,0.9330952077181979,12.05840852306448,6
NCT00231595,sf36_pcs,0,0,1,-1.2838709677419355,64.1407697252471,0.7717789992928129,11.760631486480465,93
NCT00231595,sf36_pcs,0,1,1,-1.6592592592592592,67.78084118668689,0.7451416109264463,14.675463191378265,18
NCT00231595,sf36_pcs,1,0,1,-1.344126984126984,61.9311940895091,0.7493657608598377,12.841391790556912,105
NCT00231595,sf36_pcs,1,1,1,-1.0333333333333334,67.46319103508681,0.9330952077181979,10.295093056684747,6
NCT00236028,sf36_mcs,0,0,0,-0.984,50.85331578028558,0.8126507252203748,15.29600751297014,75
NCT00236028,sf36_mcs,0,0,1,-0.6674897119341564,44.792111400513015,0.874864676974578,15.147096102777946,81
NCT00236028,sf36_mcs,0,0,2,-0.4444444444444444,44.8358421183424,0.7938510125958335,14.350616778856478,66
NCT00236028,sf36_mcs,0,1,0,-0.8924731182795699,53.962774673655034,0.8667824571119268,12.158801293784347,31
NCT00236028,sf36_mcs,0,1,1,-0.43768115942028984,50.57038543652103,0.7753333820465661,15.85131215953171,23
NCT00236028,sf36_mcs,0,1,2,-0.19333333333333333,47.55914335984317,0.8806961626997998,14.54292130963299,20
NCT00236028,sf36_mcs,1,0,0,-1.067391304347826,46.928878970827355,0.8419695826116362,16.326306096912013,92
NCT00236028,sf36_mcs,1,0,1,-0.8430555555555556,45.78649738113357,0.838153312144544,13.937816727219616,96
NCT00236028,sf36_mcs,1,0,2,-0.47562189054726367,44.24823187267609,0.7001582815170031,12.88108205440922,67
NCT00236028,sf36_mcs,1,1,0,-0.9053333333333333,54.36300243391964,0.6812140689311625,17.613132234805757,50
NCT00236028,sf36_mcs,1,1,1,-0.27286821705426356,50.89420229150717,0.7877117020877655,15.147005331831616,43
NCT00236028,sf36_mcs,1,1,2,-0.09195402298850576,47.13402027847641,0.6815979807294239,17.140414587903003,29
NCT00236028,sf36_pcs,0,0,0,-0.984,42.14143708628506,0.8126507252203748,12.19468931767204,75
NCT00236028,sf36_pcs,0,0,1,-0.6674897119341564,39.72597890513259,0.874864676974578,11.770563343089439,81
NCT00236028,sf36_pcs,0,0,2,-0.4444444444444444,39.18988591748469,0.7938510125958335,11.227251787882098,66
NCT00236028,sf36_pcs,0,1,0,-0.8924731182795699,44.08631954753823,0.8667824571119268,13.045757862667584,31
NCT00236028,sf36_pcs,0,1,1,-0.43768115942028984,40.865774294237994,0.7753333820465661,8.558220779955818,23
NCT00236028,sf36_pcs,0,1,2,-0.19333333333333333,39.16642215507152,0.8806961626997998,11.126567065574147,20
NCT00236028,sf36_pcs,1,0,0,-1.067391304347826,42.27657697577213,0.8419695826116362,13.285991873369419,92
NCT00236028,sf36_pcs,1,0,1,-0.8430555555555556,38.09523190806536,0.838153312144544,10.391557323098866,96
NCT00236028,sf36_pcs,1,0,2,-0.47562189054726367,37.456252247608234,0.7001582815170031,9.971857519158105,67
NCT00236028,sf36_pcs,1,1,0,-0.9053333333333333,43.840816724266894,0.6812140689311625,13.988795779117519,50
NCT00236028,sf36_pcs,1,1,1,-0.27286821705426356,38.960300644065086,0.7877117020877655,13.113879384957324,43
NCT00236028,sf36_pcs,1,1,2,-0.09195402298850576,40.24333800528082,0.6815979807294239,12.953049661432235,29
NCT00264537,sf36_mcs,0,0,0,-1.0976190476190477,41.72374053093379,0.7878844488641115,14.73492287060915,56
NCT00264537,sf36_mcs,0,0,1,-0.6651515151515152,43.67229028274237,0.8192122814258797,14.917063458375152,44
